@relation adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute salary {>50K,<=50K}

@data
0.219178,Self-emp-inc,0.130401,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.575342,Private,0.10554,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.150242,0,0.397959,United-States,>50K
0.589041,Private,0.114134,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0.072981,0,0.653061,United-States,>50K
0.328767,Self-emp-not-inc,0.132115,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,United-States,>50K
0.30137,Private,0.118009,Assoc-acdm,0.733333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.076881,0,0.602041,Germany,>50K
0.479452,Private,0.006944,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.453857,0.44898,United-States,>50K
0.232877,Federal-gov,0.227017,Masters,0.866667,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.5,United-States,>50K
0.369863,Private,0.092557,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.076881,0,0.44898,United-States,>50K
0.438356,Private,0.014411,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.09589,Private,0.020544,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.55102,England,>50K
0.342466,Self-emp-not-inc,0.128583,Prof-school,0.933333,Divorced,Prof-specialty,Unmarried,White,Female,0.074301,0,0.438776,United-States,>50K
0.315068,Private,0.134434,Assoc-acdm,0.733333,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.453857,0.602041,United-States,>50K
0.30137,Federal-gov,0.159609,Assoc-acdm,0.733333,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.397959,United-States,>50K
0.315068,Self-emp-inc,0.124686,Some-college,0.6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.397959,United-States,>50K
0.849315,Self-emp-inc,0.204973,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.315068,Private,0.145324,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.5,United-States,>50K
0.410959,Private,0.173607,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,United-States,>50K
0.493151,Federal-gov,0.128983,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.150242,0,0.602041,Germany,>50K
0.315068,Private,0.057128,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.72449,United-States,>50K
0.315068,Private,0.128899,10th,0.333333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.123288,Private,0.107759,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.479592,United-States,>50K
0.369863,Self-emp-inc,0.096668,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.076881,0,0.520408,United-States,>50K
0.589041,Private,0.151803,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.346939,United-States,>50K
0.260274,Private,0.17754,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.55102,United-States,>50K
0.191781,Private,0.232633,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.232877,Private,0.122074,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.453857,0.44898,United-States,>50K
0.520548,Private,0.186072,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0.150242,0,0.5,United-States,>50K
0.534247,Local-gov,0.176493,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.346939,?,>50K
0.39726,Local-gov,0.129835,Bachelors,0.8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.397959,United-States,>50K
0.30137,Private,0.130156,Bachelors,0.8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.453857,0.44898,Philippines,>50K
0.479452,Private,0.101262,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.643836,State-gov,0.140387,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,Columbia,>50K
0.342466,Private,0.252912,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.436639,0.602041,United-States,>50K
0.60274,Private,0.103095,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Private,0.03742,HS-grad,0.533333,Never-married,Craft-repair,Own-child,White,Male,0.105201,0,0.479592,United-States,>50K
0.273973,Private,0.110342,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.44898,United-States,>50K
0.219178,Self-emp-inc,0.250499,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.356164,Federal-gov,0.1317,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.072981,0,0.397959,United-States,>50K
0.452055,Private,0.01355,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.369863,Federal-gov,0.164765,Assoc-acdm,0.733333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,>50K
0.424658,Federal-gov,0.013415,Bachelors,0.8,Divorced,Exec-managerial,Unmarried,White,Male,0,0,0.581633,United-States,>50K
0.60274,Local-gov,0.056657,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.051781,0,0.5,United-States,>50K
0.438356,Private,0.235876,Some-college,0.6,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,0.44898,United-States,>50K
0.506849,Private,0.106822,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.436639,0.55102,United-States,>50K
0.287671,Self-emp-not-inc,0.02077,11th,0.4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.44898,United-States,>50K
0.30137,Self-emp-inc,0.075588,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.55102,United-States,>50K
0.164384,Self-emp-not-inc,0.038402,Prof-school,0.933333,Divorced,Prof-specialty,Not-in-family,White,Male,1,0,0.602041,United-States,>50K
0.561644,Private,0.101891,10th,0.333333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.424658,Self-emp-inc,0.098424,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,>50K
0.356164,Private,0.16043,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.397959,United-States,>50K
0.383562,Private,0.146835,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.453857,0.397959,United-States,>50K
0.356164,Private,0.147838,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.410959,Self-emp-inc,0.045682,Prof-school,0.933333,Divorced,Prof-specialty,Not-in-family,White,Male,0.278283,0,0.5,United-States,>50K
0.273973,Private,0.017465,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,United-States,>50K
0.575342,Private,0.160527,10th,0.333333,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0.397959,United-States,>50K
0.219178,Private,0.097951,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.436639,0.5,United-States,>50K
0.493151,Self-emp-inc,0.165022,Some-college,0.6,Divorced,Sales,Not-in-family,White,Male,0.086141,0,0.5,Cuba,>50K
0.232877,Private,0.075501,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.846939,United-States,>50K
0.205479,Private,0.060751,Some-college,0.6,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0.316327,United-States,>50K
0.356164,Private,0.234615,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0.150242,0,0.44898,United-States,>50K
0.369863,Private,0.169241,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Self-emp-inc,0.07496,Some-college,0.6,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.397959,?,>50K
