@relation training_tutorial1+

@attribute future_score numeric
@attribute current_score numeric
@attribute food numeric
@attribute capsules numeric
@attribute ghost0_dist numeric
@attribute ghost0_dire {NULL,West,East,North,South}
@attribute ghost1_dist numeric
@attribute ghost1_dire {NULL,West,East,North,South}
@attribute ghost2_dist numeric
@attribute ghost2_dire {NULL,West,East,North,South}
@attribute ghost3_dist numeric
@attribute ghost3_dire {NULL,West,East,North,South}
@attribute prev_action {Stop,West,East,North,South}

@data
557,558,1,0,-1,NULL,3,North,-1,NULL,-1,NULL,North
556,557,1,0,-1,NULL,3,East,-1,NULL,-1,NULL,North
555,556,1,0,-1,NULL,1,North,-1,NULL,-1,NULL,East
0,0,121,2,14,South,12,East,15,East,21,East,Stop
-1,0,121,2,13,South,12,East,14,East,20,East,East
-2,-1,121,2,11,South,10,East,14,East,19,East,East
97,-2,120,2,10,South,8,East,14,East,19,East,East
196,97,119,2,10,South,6,East,12,East,18,East,East
295,196,118,2,9,South,4,East,10,East,16,East,East
394,295,117,2,9,South,4,South,10,East,16,East,East
493,394,116,2,9,South,2,South,10,East,16,East,South
792,493,115,2,9,South,-1,NULL,10,East,16,East,South
891,792,114,2,7,South,-1,NULL,10,East,14,East,South
990,891,113,2,7,South,-1,NULL,10,East,13,East,South
1089,990,112,2,6,South,-1,NULL,11,East,13,East,South
1188,1089,111,2,5,South,-1,NULL,13,East,11,East,South
1287,1188,110,2,5,West,-1,NULL,13,East,13,East,South
1286,1287,110,2,3,West,-1,NULL,13,East,14,East,West
1285,1286,110,2,1,South,-1,NULL,14,East,16,East,West
1484,1285,110,2,-1,NULL,-1,NULL,14,East,17,East,South
1483,1484,110,2,-1,NULL,-1,NULL,14,East,15,East,East
1582,1483,109,2,-1,NULL,-1,NULL,12,East,13,East,East
1681,1582,108,2,-1,NULL,-1,NULL,12,East,13,East,East
1780,1681,107,2,-1,NULL,-1,NULL,10,North,11,East,East
1879,1780,106,2,-1,NULL,-1,NULL,10,North,9,East,North
1878,1879,106,2,-1,NULL,-1,NULL,8,North,7,East,East
1877,1878,106,2,-1,NULL,-1,NULL,6,North,7,East,East
1876,1877,106,2,-1,NULL,-1,NULL,5,North,9,East,North
1875,1876,106,2,-1,NULL,-1,NULL,5,North,9,East,North
1874,1875,106,2,-1,NULL,-1,NULL,4,North,9,East,North
1873,1874,106,2,-1,NULL,-1,NULL,4,North,10,East,North
1872,1873,106,2,-1,NULL,-1,NULL,2,North,11,East,North
1871,1872,106,2,-1,NULL,-1,NULL,2,North,11,East,North
2070,1871,106,2,-1,NULL,-1,NULL,-1,NULL,13,East,North
2069,2070,106,2,-1,NULL,-1,NULL,-1,NULL,13,East,East
2068,2069,106,2,-1,NULL,-1,NULL,-1,NULL,13,South,East
2167,2068,105,2,-1,NULL,-1,NULL,-1,NULL,11,East,South
2266,2167,104,2,-1,NULL,-1,NULL,-1,NULL,11,South,East
2365,2266,103,2,-1,NULL,-1,NULL,-1,NULL,11,South,South
2464,2365,102,2,-1,NULL,-1,NULL,-1,NULL,10,South,South
2563,2464,101,2,-1,NULL,-1,NULL,-1,NULL,10,East,South
2562,2563,101,2,-1,NULL,-1,NULL,-1,NULL,10,East,East
2561,2562,101,2,-1,NULL,-1,NULL,-1,NULL,8,South,East
2560,2561,101,2,-1,NULL,-1,NULL,-1,NULL,8,South,South
2659,2560,100,2,-1,NULL,-1,NULL,-1,NULL,7,East,South
2758,2659,99,2,-1,NULL,-1,NULL,-1,NULL,6,South,East
2857,2758,98,2,-1,NULL,-1,NULL,-1,NULL,4,East,South
2956,2857,97,2,-1,NULL,-1,NULL,-1,NULL,4,South,East
3055,2956,96,2,-1,NULL,-1,NULL,-1,NULL,2,East,South
3154,3055,95,2,-1,NULL,-1,NULL,-1,NULL,2,East,East
0,0,53,2,12,West,5,North,6,North,13,East,Stop
99,0,52,2,10,West,5,North,6,North,14,East,West
198,99,51,2,9,West,5,North,6,North,14,East,West
197,198,51,2,10,West,4,North,5,North,13,East,East
196,197,51,2,10,West,6,North,5,North,13,East,West
195,196,51,2,11,West,4,North,5,North,11,East,East
194,195,51,2,9,West,4,North,5,North,13,East,West
193,194,51,2,11,West,2,North,5,North,13,East,East
192,193,51,2,12,West,2,North,4,North,12,East,East
191,192,51,2,10,West,4,North,4,North,12,East,West
190,191,51,2,10,West,3,North,2,North,11,East,East
189,190,51,2,8,North,5,North,4,North,11,East,West
188,189,51,2,8,North,7,North,5,East,11,East,West
187,188,51,2,8,North,5,North,5,North,11,East,East
186,187,51,2,8,North,3,North,5,North,9,East,East
285,186,50,2,9,West,5,North,5,North,7,East,East
284,285,50,2,8,North,5,North,5,North,9,East,West
283,284,50,2,7,North,5,North,7,North,11,East,West
282,283,50,2,8,North,5,North,5,North,9,East,East
281,282,50,2,8,West,3,North,4,North,8,North,East
380,281,49,2,10,West,3,North,5,North,6,North,East
379,380,49,2,8,West,3,North,4,North,8,North,West
378,379,49,2,8,West,3,North,4,North,8,North,East
377,378,49,2,8,West,3,North,5,North,9,East,West
376,377,49,2,6,West,4,North,5,North,9,East,West
375,376,49,2,7,West,4,North,5,North,7,East,East
374,375,49,2,6,West,6,East,5,North,9,East,West
373,374,49,2,-1,NULL,6,North,4,North,7,North,East
372,373,49,2,-1,NULL,8,East,5,North,7,East,West
371,372,49,2,-1,NULL,8,East,6,North,9,East,West
370,371,49,2,4,West,6,East,6,North,8,North,East
369,370,49,2,3,West,6,East,7,North,9,East,West
368,369,49,2,3,North,6,East,7,North,10,East,West
367,368,49,2,5,North,4,North,7,North,9,East,East
366,367,49,2,5,North,5,East,8,North,11,East,West
365,366,49,2,5,North,5,East,7,North,9,East,East
364,365,49,2,7,North,4,North,5,North,8,East,East
363,364,49,2,8,North,3,North,5,North,8,East,East
362,363,49,2,8,West,3,North,5,North,7,East,East
461,362,48,2,9,West,5,West,5,North,7,North,East
460,461,48,2,8,West,5,North,5,North,7,North,West
459,460,48,2,8,West,5,West,6,North,5,North,East
458,459,48,2,7,West,4,North,6,North,5,East,West
457,458,48,2,7,West,4,North,6,North,4,East,East
456,457,48,2,5,West,4,North,5,North,6,East,West
455,456,48,2,5,West,6,North,6,North,4,East,East
554,455,47,2,7,West,7,North,7,North,4,East,East
653,554,46,2,8,West,9,West,7,West,2,North,East
752,653,45,2,9,West,10,West,9,West,1,North,East
1051,752,44,2,7,West,8,West,8,West,-1,NULL,North
1150,1051,43,2,7,West,8,West,6,West,-1,NULL,North
1249,1150,42,2,7,West,8,West,6,West,-1,NULL,North
1348,1249,41,2,5,West,7,West,4,West,-1,NULL,West
1447,1348,40,2,4,West,6,West,4,West,-1,NULL,West
1546,1447,39,2,4,West,6,West,4,North,-1,NULL,South
1645,1546,38,2,3,West,4,North,4,North,-1,NULL,West
1744,1645,37,2,3,North,4,North,2,North,-1,NULL,West
1843,1744,36,2,1,North,4,North,3,North,-1,NULL,West
2042,1843,36,2,-1,NULL,3,West,1,North,-1,NULL,North
2241,2042,36,2,-1,NULL,2,West,-1,NULL,-1,NULL,North
2240,2241,36,2,-1,NULL,1,West,-1,NULL,-1,NULL,West
0,0,0,0,7,East,7,East,13,East,15,East,Stop
-1,0,0,0,7,East,7,East,11,East,14,East,East
-2,-1,0,0,5,East,7,East,9,East,14,East,East
-3,-2,0,0,4,East,6,East,7,East,12,East,East
-4,-3,0,0,3,East,5,East,7,East,11,East,East
-5,-4,0,0,2,South,4,East,7,East,11,East,East
-6,-5,0,0,2,South,2,East,7,East,9,East,East
-7,-6,0,0,1,South,3,East,5,East,10,East,South
192,-7,0,0,-1,NULL,5,East,5,East,11,East,South
191,192,0,0,-1,NULL,5,East,4,East,9,East,East
190,191,0,0,-1,NULL,5,East,3,East,7,East,East
189,190,0,0,-1,NULL,5,East,1,South,7,East,East
388,189,0,0,-1,NULL,5,North,-1,NULL,8,East,South
387,388,0,0,-1,NULL,4,North,-1,NULL,7,East,North
386,387,0,0,-1,NULL,2,North,-1,NULL,7,East,East
385,386,0,0,-1,NULL,3,North,-1,NULL,7,East,West
384,385,0,0,-1,NULL,3,North,-1,NULL,8,East,West
383,384,0,0,-1,NULL,3,North,-1,NULL,8,East,West
382,383,0,0,-1,NULL,5,North,-1,NULL,8,East,South
381,382,0,0,-1,NULL,5,East,-1,NULL,9,East,North
380,381,0,0,-1,NULL,5,East,-1,NULL,7,East,East
379,380,0,0,-1,NULL,3,North,-1,NULL,5,East,East
378,379,0,0,-1,NULL,3,North,-1,NULL,7,East,South
377,378,0,0,-1,NULL,3,North,-1,NULL,6,East,North
376,377,0,0,-1,NULL,2,North,-1,NULL,6,East,East
375,376,0,0,-1,NULL,2,North,-1,NULL,6,East,West
374,375,0,0,-1,NULL,4,North,-1,NULL,8,East,West
373,374,0,0,-1,NULL,6,North,-1,NULL,10,East,South
372,373,0,0,-1,NULL,5,East,-1,NULL,10,East,North
371,372,0,0,-1,NULL,5,East,-1,NULL,8,East,East
370,371,0,0,-1,NULL,4,North,-1,NULL,7,East,East
369,370,0,0,-1,NULL,4,North,-1,NULL,7,East,South
368,369,0,0,-1,NULL,3,North,-1,NULL,5,East,North
367,368,0,0,-1,NULL,4,North,-1,NULL,7,North,South
366,367,0,0,-1,NULL,4,North,-1,NULL,6,East,North
365,366,0,0,-1,NULL,6,North,-1,NULL,8,East,South
364,365,0,0,-1,NULL,4,North,-1,NULL,7,East,North
363,364,0,0,-1,NULL,5,East,-1,NULL,9,East,West
362,363,0,0,-1,NULL,5,East,-1,NULL,9,East,East
361,362,0,0,-1,NULL,5,East,-1,NULL,8,East,East
360,361,0,0,-1,NULL,4,North,-1,NULL,6,East,East
359,360,0,0,-1,NULL,4,North,-1,NULL,6,East,West
358,359,0,0,-1,NULL,6,North,-1,NULL,8,East,South
357,358,0,0,-1,NULL,5,East,-1,NULL,7,East,North
356,357,0,0,-1,NULL,5,East,-1,NULL,5,East,East
355,356,0,0,-1,NULL,3,East,-1,NULL,3,East,East
354,355,0,0,-1,NULL,1,East,-1,NULL,1,East,East
0,0,0,0,13,South,25,South,28,East,29,East,Stop
-1,0,0,0,13,South,24,South,28,East,28,East,South
-2,-1,0,0,12,South,23,South,26,East,27,East,South
-3,-2,0,0,10,South,21,South,24,East,25,East,South
-4,-3,0,0,10,South,19,South,23,East,23,East,South
-5,-4,0,0,8,East,17,South,22,East,23,East,South
-6,-5,0,0,8,East,17,South,22,East,23,East,South
-7,-6,0,0,7,East,15,South,22,East,22,East,East
-8,-7,0,0,5,East,15,South,21,East,22,East,East
-9,-8,0,0,5,South,15,South,21,East,20,East,East
-10,-9,0,0,4,South,14,South,19,East,19,East,East
-11,-10,0,0,4,South,12,South,17,East,19,East,East
-12,-11,0,0,6,South,11,South,17,East,19,East,East
-13,-12,0,0,6,South,11,South,17,East,19,East,West
-14,-13,0,0,6,South,11,South,15,East,18,East,East
-15,-14,0,0,8,South,10,South,15,East,18,East,East
-16,-15,0,0,7,West,8,South,14,East,18,East,South
-17,-16,0,0,9,West,10,South,12,East,18,East,East
-18,-17,0,0,9,West,8,South,14,East,18,East,West
-19,-18,0,0,9,West,6,South,14,East,19,East,South
-20,-19,0,0,9,West,6,South,14,East,19,East,South
-21,-20,0,0,7,West,5,South,13,East,20,East,South
-22,-21,0,0,6,West,5,South,11,East,22,East,South
-23,-22,0,0,6,West,4,South,10,East,23,East,South
-24,-23,0,0,6,West,3,East,10,East,24,East,South
-25,-24,0,0,8,West,1,East,9,East,22,East,East
174,-25,0,0,8,West,-1,NULL,9,East,20,East,East
173,174,0,0,8,West,-1,NULL,10,East,22,East,West
172,173,0,0,6,West,-1,NULL,11,East,24,East,West
171,172,0,0,8,West,-1,NULL,12,East,24,East,North
170,171,0,0,6,West,-1,NULL,14,East,25,East,West
169,170,0,0,6,South,-1,NULL,15,East,27,East,West
168,169,0,0,6,West,-1,NULL,13,East,25,East,East
167,168,0,0,4,South,-1,NULL,13,East,26,East,West
166,167,0,0,5,West,-1,NULL,13,East,26,East,East
165,166,0,0,5,West,-1,NULL,13,East,26,East,West
164,165,0,0,5,South,-1,NULL,15,East,28,East,West
163,164,0,0,3,West,-1,NULL,15,East,28,East,South
162,163,0,0,2,South,-1,NULL,16,East,28,East,West
161,162,0,0,2,North,-1,NULL,15,East,29,East,South
160,161,0,0,1,West,-1,NULL,15,East,27,East,North
359,160,0,0,-1,NULL,-1,NULL,15,East,29,East,West
358,359,0,0,-1,NULL,-1,NULL,14,East,27,East,East
357,358,0,0,-1,NULL,-1,NULL,14,East,27,East,East
356,357,0,0,-1,NULL,-1,NULL,16,East,27,East,North
355,356,0,0,-1,NULL,-1,NULL,14,East,27,East,East
354,355,0,0,-1,NULL,-1,NULL,14,East,25,East,East
353,354,0,0,-1,NULL,-1,NULL,14,East,25,East,East
352,353,0,0,-1,NULL,-1,NULL,14,East,23,East,East
351,352,0,0,-1,NULL,-1,NULL,14,East,23,East,East
350,351,0,0,-1,NULL,-1,NULL,14,East,22,East,East
349,350,0,0,-1,NULL,-1,NULL,15,East,21,East,North
348,349,0,0,-1,NULL,-1,NULL,16,East,20,East,North
347,348,0,0,-1,NULL,-1,NULL,14,East,20,East,South
346,347,0,0,-1,NULL,-1,NULL,15,East,20,East,North
345,346,0,0,-1,NULL,-1,NULL,13,East,20,East,South
344,345,0,0,-1,NULL,-1,NULL,14,East,20,East,North
343,344,0,0,-1,NULL,-1,NULL,12,East,20,East,South
342,343,0,0,-1,NULL,-1,NULL,12,East,19,East,North
341,342,0,0,-1,NULL,-1,NULL,13,East,21,East,West
340,341,0,0,-1,NULL,-1,NULL,13,East,20,East,East
339,340,0,0,-1,NULL,-1,NULL,15,East,20,East,North
338,339,0,0,-1,NULL,-1,NULL,15,East,21,East,South
337,338,0,0,-1,NULL,-1,NULL,15,East,20,East,North
336,337,0,0,-1,NULL,-1,NULL,15,East,20,East,West
335,336,0,0,-1,NULL,-1,NULL,13,East,20,East,East
334,335,0,0,-1,NULL,-1,NULL,13,East,20,East,West
333,334,0,0,-1,NULL,-1,NULL,13,East,18,East,East
332,333,0,0,-1,NULL,-1,NULL,13,East,18,East,North
331,332,0,0,-1,NULL,-1,NULL,13,East,17,East,North
330,331,0,0,-1,NULL,-1,NULL,13,East,19,East,West
329,330,0,0,-1,NULL,-1,NULL,12,South,19,East,East
328,329,0,0,-1,NULL,-1,NULL,11,East,21,East,South
327,328,0,0,-1,NULL,-1,NULL,11,East,21,East,West
326,327,0,0,-1,NULL,-1,NULL,10,East,19,East,East
325,326,0,0,-1,NULL,-1,NULL,10,East,20,East,South
324,325,0,0,-1,NULL,-1,NULL,12,East,18,East,North
323,324,0,0,-1,NULL,-1,NULL,14,East,16,East,North
322,323,0,0,-1,NULL,-1,NULL,15,East,16,East,North
321,322,0,0,-1,NULL,-1,NULL,13,South,14,East,East
320,321,0,0,-1,NULL,-1,NULL,11,South,13,East,East
319,320,0,0,-1,NULL,-1,NULL,11,East,15,East,South
318,319,0,0,-1,NULL,-1,NULL,9,South,13,East,East
317,318,0,0,-1,NULL,-1,NULL,7,South,15,East,South
316,317,0,0,-1,NULL,-1,NULL,5,South,15,East,South
315,316,0,0,-1,NULL,-1,NULL,4,South,17,East,South
314,315,0,0,-1,NULL,-1,NULL,2,South,19,East,South
313,314,0,0,-1,NULL,-1,NULL,1,East,20,East,South
512,313,0,0,-1,NULL,-1,NULL,-1,NULL,18,East,East
511,512,0,0,-1,NULL,-1,NULL,-1,NULL,16,North,East
510,511,0,0,-1,NULL,-1,NULL,-1,NULL,18,North,West
509,510,0,0,-1,NULL,-1,NULL,-1,NULL,18,North,West
508,509,0,0,-1,NULL,-1,NULL,-1,NULL,16,East,North
507,508,0,0,-1,NULL,-1,NULL,-1,NULL,14,East,North
506,507,0,0,-1,NULL,-1,NULL,-1,NULL,14,East,East
505,506,0,0,-1,NULL,-1,NULL,-1,NULL,12,East,East
504,505,0,0,-1,NULL,-1,NULL,-1,NULL,10,East,East
503,504,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,East
502,503,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
501,502,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
500,501,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
499,500,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
498,499,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,West
497,498,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
496,497,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
495,496,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
494,495,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
493,494,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
492,493,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
491,492,0,0,-1,NULL,-1,NULL,-1,NULL,2,North,North
490,491,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,South
489,490,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,North
488,489,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
487,488,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
486,487,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
485,486,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
484,485,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
483,484,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
482,483,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
481,482,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
480,481,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
479,480,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
478,479,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
477,478,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
476,477,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
475,476,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
474,475,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
473,474,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
472,473,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
471,472,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
470,471,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
469,470,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
468,469,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
467,468,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
466,467,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
465,466,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
464,465,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
463,464,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
462,463,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
461,462,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
460,461,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
459,460,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
458,459,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
457,458,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
456,457,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
455,456,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
454,455,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
453,454,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
452,453,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
451,452,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
450,451,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
449,450,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
448,449,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
447,448,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
446,447,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
445,446,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
444,445,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
443,444,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
442,443,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
441,442,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
440,441,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,North
439,440,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,West
438,439,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
437,438,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
436,437,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
435,436,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
434,435,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
433,434,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
432,433,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,North
431,432,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
430,431,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
429,430,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,West
428,429,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,West
427,428,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
426,427,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
425,426,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
424,425,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
423,424,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
422,423,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
421,422,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
420,421,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
419,420,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
418,419,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
417,418,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
416,417,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,West
415,416,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,West
414,415,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
413,414,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
412,413,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
411,412,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
410,411,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
409,410,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
408,409,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
407,408,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
406,407,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
405,406,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
404,405,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
403,404,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
402,403,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,South
401,402,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
400,401,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,South
399,400,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
398,399,0,0,-1,NULL,-1,NULL,-1,NULL,11,North,South
397,398,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,North
396,397,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
395,396,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,East
394,395,0,0,-1,NULL,-1,NULL,-1,NULL,11,North,South
393,394,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
392,393,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
391,392,0,0,-1,NULL,-1,NULL,-1,NULL,11,North,East
390,391,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
389,390,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
388,389,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
387,388,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
386,387,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
385,386,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
384,385,0,0,-1,NULL,-1,NULL,-1,NULL,11,North,South
383,384,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,North
382,383,0,0,-1,NULL,-1,NULL,-1,NULL,12,North,South
381,382,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,North
380,381,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
